phenotype_name	source_concept_id	standard_concept_id	source_name	source_vocabulary	source_domain	standard_name	standard_vocabulary	standard_domain
opioids	19030207	42902249	Maxiflu CD	RxNorm	Drug	Acetaminophen 500 MG / Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 40 MG Oral Tablet [Maxiflu CD]	RxNorm	Drug
opioids	19030207	42902252	Maxiflu CD	RxNorm	Drug	Acetaminophen 500 MG / Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 60 MG Oral Tablet [Maxiflu CD]	RxNorm	Drug
opioids	19030287	40151882	Ambifed-G CD	RxNorm	Drug	Codeine / Guaifenesin / Pseudoephedrine Oral Tablet [Ambifed-G CD]	RxNorm	Drug
opioids	19030287	40221501	Ambifed-G CD	RxNorm	Drug	Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG Oral Tablet [Ambifed-G CD]	RxNorm	Drug
opioids	19030287	40221502	Ambifed-G CD	RxNorm	Drug	Codeine Phosphate 20 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG [Ambifed-G CD]	RxNorm	Drug
opioids	19030287	40235146	Ambifed-G CD	RxNorm	Drug	Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG Oral Tablet [Ambifed-G CD]	RxNorm	Drug
opioids	19030287	40235147	Ambifed-G CD	RxNorm	Drug	Codeine Phosphate 10 MG / Guaifenesin 400 MG / Pseudoephedrine Hydrochloride 20 MG [Ambifed-G CD]	RxNorm	Drug
opioids	19030319	40151272	Cotabflu	RxNorm	Drug	Acetaminophen / Chlorpheniramine / Codeine Oral Tablet [Cotabflu]	RxNorm	Drug
opioids	19030319	40221920	Cotabflu	RxNorm	Drug	Acetaminophen 500 MG / Chlorpheniramine 4 MG / Codeine Phosphate 20 MG Oral Tablet [Cotabflu]	RxNorm	Drug
opioids	19030319	40221921	Cotabflu	RxNorm	Drug	Acetaminophen 500 MG / Chlorpheniramine 4 MG / Codeine Phosphate 20 MG [Cotabflu]	RxNorm	Drug
opioids	19030341	40151861	Maxiphen CD	RxNorm	Drug	Codeine / Guaifenesin / Phenylephrine Oral Tablet [Maxiphen CD]	RxNorm	Drug
opioids	19030341	40221594	Maxiphen CD	RxNorm	Drug	Codeine Phosphate 10 MG / Guaifenesin 400 MG / Phenylephrine 10 MG Oral Tablet [Maxiphen CD]	RxNorm	Drug
opioids	19030341	40221595	Maxiphen CD	RxNorm	Drug	Codeine Phosphate 10 MG / Guaifenesin 400 MG / Phenylephrine 10 MG [Maxiphen CD]	RxNorm	Drug
opioids	19030346	40151848	Cotab A	RxNorm	Drug	Chlorpheniramine / Codeine Oral Tablet [Cotab A]	RxNorm	Drug
opioids	19030346	40222295	Cotab A	RxNorm	Drug	Chlorpheniramine 4 MG / Codeine Phosphate 10 MG Oral Tablet [Cotab A]	RxNorm	Drug
opioids	19030346	40222296	Cotab A	RxNorm	Drug	Chlorpheniramine 4 MG / Codeine Phosphate 10 MG [Cotab A]	RxNorm	Drug
opioids	19031617	40153026	Vanacof	RxNorm	Drug	Codeine / dexchlorpheniramine / Phenylephrine Oral Solution [Vanacof]	RxNorm	Drug
opioids	19031617	40223082	Vanacof	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Dexchlorpheniramine maleate 0.2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML Oral Solution [Vanacof]	RxNorm	Drug
opioids	19031617	40223083	Vanacof	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Dexchlorpheniramine maleate 0.2 MG/ML / Phenylephrine Hydrochloride 1 MG/ML [Vanacof]	RxNorm	Drug
opioids	19034422	1127893	Relagesic	RxNorm	Drug	Acetaminophen 650 MG / phenyltoloxamine 50 MG Oral Tablet [Relagesic]	RxNorm	Drug
opioids	19034422	19034423	Relagesic	RxNorm	Drug	Acetaminophen 650 MG / phenyltoloxamine 50 MG [Relagesic]	RxNorm	Drug
opioids	19034422	19132187	Relagesic	RxNorm	Drug	Acetaminophen 32 MG/ML / phenyltoloxamine 1 MG/ML [Relagesic]	RxNorm	Drug
opioids	19034422	19132188	Relagesic	RxNorm	Drug	Acetaminophen 32 MG/ML / phenyltoloxamine 1 MG/ML Oral Solution [Relagesic]	RxNorm	Drug
opioids	19034422	40004107	Relagesic	RxNorm	Drug	Acetaminophen / phenyltoloxamine Oral Tablet [Relagesic]	RxNorm	Drug
opioids	19034422	40153555	Relagesic	RxNorm	Drug	Acetaminophen / phenyltoloxamine Oral Solution [Relagesic]	RxNorm	Drug
opioids	19034422	45892196	Relagesic	RxNorm	Drug	Acetaminophen 500 MG / Phenyltoloxamine citrate 29 MG [Relagesic]	RxNorm	Drug
opioids	19034422	45892197	Relagesic	RxNorm	Drug	Acetaminophen 500 MG / Phenyltoloxamine citrate 29 MG Oral Tablet [Relagesic]	RxNorm	Drug
opioids	19042675	19033851	Nuprin	RxNorm	Drug	Ibuprofen 200 MG Oral Tablet [Nuprin]	RxNorm	Drug
opioids	19042675	19042676	Nuprin	RxNorm	Drug	Ibuprofen 200 MG [Nuprin]	RxNorm	Drug
opioids	19042675	40048557	Nuprin	RxNorm	Drug	Ibuprofen Oral Tablet [Nuprin]	RxNorm	Drug
opioids	19044672	40156755	M-End PE	RxNorm	Drug	Brompheniramine / Codeine / Phenylephrine Oral Solution [M-End PE]	RxNorm	Drug
opioids	19044672	42706097	M-End PE	RxNorm	Drug	Brompheniramine Maleate 0.266 MG/ML / Codeine Phosphate 1.27 MG/ML / Phenylephrine Hydrochloride 0.666 MG/ML [M-End PE]	RxNorm	Drug
opioids	19044672	42708307	M-End PE	RxNorm	Drug	Brompheniramine Maleate 0.266 MG/ML / Codeine Phosphate 1.27 MG/ML / Phenylephrine Hydrochloride 0.666 MG/ML Oral Solution [M-End PE]	RxNorm	Drug
opioids	19044901	19008026	Naprosyn	RxNorm	Drug	Naproxen 250 MG Oral Tablet [Naprosyn]	RxNorm	Drug
opioids	19044901	19008027	Naprosyn	RxNorm	Drug	Naproxen 500 MG Oral Tablet [Naprosyn]	RxNorm	Drug
opioids	19044901	19008028	Naprosyn	RxNorm	Drug	Naproxen 500 MG Rectal Suppository [Naprosyn]	RxNorm	Drug
opioids	19044901	19008091	Naprosyn	RxNorm	Drug	Naproxen 375 MG Oral Tablet [Naprosyn]	RxNorm	Drug
opioids	19044901	19034478	Naprosyn	RxNorm	Drug	Naproxen 25 MG/ML Oral Suspension [Naprosyn]	RxNorm	Drug
opioids	19044901	19044902	Naprosyn	RxNorm	Drug	Naproxen 250 MG [Naprosyn]	RxNorm	Drug
opioids	19044901	19044903	Naprosyn	RxNorm	Drug	Naproxen 500 MG [Naprosyn]	RxNorm	Drug
opioids	19044901	19044904	Naprosyn	RxNorm	Drug	Naproxen 375 MG [Naprosyn]	RxNorm	Drug
opioids	19044901	19044905	Naprosyn	RxNorm	Drug	Naproxen 25 MG/ML [Naprosyn]	RxNorm	Drug
opioids	19044901	19123299	Naprosyn	RxNorm	Drug	Naproxen 375 MG Delayed Release Oral Tablet [Naprosyn]	RxNorm	Drug
opioids	19044901	19134039	Naprosyn	RxNorm	Drug	Naproxen 500 MG Delayed Release Oral Tablet [Naprosyn]	RxNorm	Drug
opioids	19044901	40064723	Naprosyn	RxNorm	Drug	Naproxen Oral Suspension [Naprosyn]	RxNorm	Drug
opioids	19044901	40064735	Naprosyn	RxNorm	Drug	Naproxen Oral Tablet [Naprosyn]	RxNorm	Drug
opioids	19044901	40064743	Naprosyn	RxNorm	Drug	Naproxen Rectal Suppository [Naprosyn]	RxNorm	Drug
opioids	19044901	40130061	Naprosyn	RxNorm	Drug	Naproxen Delayed Release Oral Tablet [Naprosyn]	RxNorm	Drug
opioids	19045291	40157251	Xolox	RxNorm	Drug	Acetaminophen / Oxycodone Oral Tablet [Xolox]	RxNorm	Drug
opioids	19045291	40231900	Xolox	RxNorm	Drug	Acetaminophen 500 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Xolox]	RxNorm	Drug
opioids	19045291	40231902	Xolox	RxNorm	Drug	Acetaminophen 500 MG / Oxycodone Hydrochloride 10 MG [Xolox]	RxNorm	Drug
opioids	19048462	40160610	Aleve-D	RxNorm	Drug	Naproxen / Pseudoephedrine Extended Release Oral Tablet [Aleve-D]	RxNorm	Drug
opioids	19048462	43012431	Aleve-D	RxNorm	Drug	12 HR Naproxen sodium 220 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet [Aleve-D]	RxNorm	Drug
opioids	19048462	43012836	Aleve-D	RxNorm	Drug	Naproxen sodium 220 MG / Pseudoephedrine Hydrochloride 120 MG Extended Release Oral Tablet [Aleve-D]	RxNorm	Drug
opioids	19048462	43012837	Aleve-D	RxNorm	Drug	Naproxen sodium 220 MG / Pseudoephedrine Hydrochloride 120 MG [Aleve-D]	RxNorm	Drug
opioids	19051236	40156496	Norco	RxNorm	Drug	Acetaminophen / Hydrocodone Oral Tablet [Norco]	RxNorm	Drug
opioids	19051236	40162512	Norco	RxNorm	Drug	Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Norco]	RxNorm	Drug
opioids	19051236	40162513	Norco	RxNorm	Drug	Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG [Norco]	RxNorm	Drug
opioids	19051236	40162517	Norco	RxNorm	Drug	Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Norco]	RxNorm	Drug
opioids	19051236	40162520	Norco	RxNorm	Drug	Acetaminophen 325 MG / Hydrocodone Bitartrate 5 MG [Norco]	RxNorm	Drug
opioids	19051236	40162524	Norco	RxNorm	Drug	Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Norco]	RxNorm	Drug
opioids	19051236	40162557	Norco	RxNorm	Drug	Acetaminophen 325 MG / Hydrocodone Bitartrate 7.5 MG [Norco]	RxNorm	Drug
opioids	19052123	40171709	Tussirex	RxNorm	Drug	Caffeine / Codeine / Pheniramine / Phenylephrine / Salicylic Acid Oral Solution [Tussirex]	RxNorm	Drug
opioids	19052123	40222135	Tussirex	RxNorm	Drug	Caffeine 5 MG/ML / Codeine Phosphate 2 MG/ML / Pheniramine 2.6 MG/ML / Phenylephrine 0.8 MG/ML / Sodium Salicylate 16.6 MG/ML Oral Solution [Tussirex]	RxNorm	Drug
opioids	19052123	40222136	Tussirex	RxNorm	Drug	Caffeine 5 MG/ML / Codeine Phosphate 2 MG/ML / Pheniramine 2.6 MG/ML / Phenylephrine 0.8 MG/ML / Sodium Salicylate 16.6 MG/ML [Tussirex]	RxNorm	Drug
opioids	19052849	40053100	Advil Cold and Sinus	RxNorm	Drug	Ibuprofen / Pseudoephedrine Oral Tablet [Advil Cold and Sinus]	RxNorm	Drug
opioids	19052849	40149904	Advil Cold and Sinus	RxNorm	Drug	Ibuprofen / Pseudoephedrine Oral Capsule [Advil Cold and Sinus]	RxNorm	Drug
opioids	19052849	42800825	Advil Cold and Sinus	RxNorm	Drug	Ibuprofen 200 MG / Pseudoephedrine Hydrochloride 30 MG Oral Capsule [Advil Cold and Sinus]	RxNorm	Drug
opioids	19052849	42800828	Advil Cold and Sinus	RxNorm	Drug	Ibuprofen 200 MG / Pseudoephedrine Hydrochloride 30 MG Oral Tablet [Advil Cold and Sinus]	RxNorm	Drug
opioids	19052849	42800835	Advil Cold and Sinus	RxNorm	Drug	Ibuprofen 200 MG / Pseudoephedrine Hydrochloride 30 MG [Advil Cold and Sinus]	RxNorm	Drug
opioids	19053148	1115244	Aleve	RxNorm	Drug	Naproxen sodium 220 MG Oral Tablet [Aleve]	RxNorm	Drug
opioids	19053148	19053149	Aleve	RxNorm	Drug	Naproxen sodium 220 MG [Aleve]	RxNorm	Drug
opioids	19053148	40064728	Aleve	RxNorm	Drug	Naproxen Oral Tablet [Aleve]	RxNorm	Drug
opioids	19053148	40240183	Aleve	RxNorm	Drug	Naproxen Oral Capsule [Aleve]	RxNorm	Drug
opioids	19053148	40240188	Aleve	RxNorm	Drug	Naproxen sodium 220 MG Oral Capsule [Aleve]	RxNorm	Drug
opioids	19053982	19041426	Anacin AF	RxNorm	Drug	Acetaminophen 500 MG Oral Tablet [Anacin AF]	RxNorm	Drug
opioids	19053982	19118883	Anacin AF	RxNorm	Drug	Acetaminophen 500 MG [Anacin AF]	RxNorm	Drug
opioids	19053982	40005752	Anacin AF	RxNorm	Drug	Acetaminophen Oral Tablet [Anacin AF]	RxNorm	Drug
opioids	19058852	40002708	Co-Gesic	RxNorm	Drug	Acetaminophen / Hydrocodone Oral Tablet [Co-Gesic]	RxNorm	Drug
opioids	19058852	40162496	Co-Gesic	RxNorm	Drug	Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Co-Gesic]	RxNorm	Drug
opioids	19058852	40162509	Co-Gesic	RxNorm	Drug	Acetaminophen 500 MG / Hydrocodone Bitartrate 5 MG [Co-Gesic]	RxNorm	Drug
opioids	19059045	40003571	Colrex	RxNorm	Drug	Acetaminophen / Chlorpheniramine / Codeine / Phenylephrine Oral Capsule [Colrex]	RxNorm	Drug
opioids	19059045	40221917	Colrex	RxNorm	Drug	Acetaminophen 325 MG / Chlorpheniramine 2 MG / Codeine Phosphate 16 MG / Phenylephrine 10 MG Oral Capsule [Colrex]	RxNorm	Drug
opioids	19059045	40221918	Colrex	RxNorm	Drug	Acetaminophen 325 MG / Chlorpheniramine 2 MG / Codeine Phosphate 16 MG / Phenylephrine 10 MG [Colrex]	RxNorm	Drug
opioids	19063036	40029520	Nucofed Expectorant	RxNorm	Drug	Codeine / Guaifenesin / Pseudoephedrine Oral Solution [Nucofed Expectorant]	RxNorm	Drug
opioids	19063036	40221528	Nucofed Expectorant	RxNorm	Drug	Codeine Phosphate 4 MG/ML / Guaifenesin 40 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution [Nucofed Expectorant]	RxNorm	Drug
opioids	19063036	40221536	Nucofed Expectorant	RxNorm	Drug	Codeine Phosphate 4 MG/ML / Guaifenesin 40 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML [Nucofed Expectorant]	RxNorm	Drug
opioids	19063036	40221657	Nucofed Expectorant	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML Oral Solution [Nucofed Expectorant]	RxNorm	Drug
opioids	19063036	40221691	Nucofed Expectorant	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML / Pseudoephedrine Hydrochloride 6 MG/ML [Nucofed Expectorant]	RxNorm	Drug
opioids	19063352	40146259	Duraganidin NR	RxNorm	Drug	Codeine / Guaifenesin Oral Solution [Duraganidin NR]	RxNorm	Drug
opioids	19063352	40221707	Duraganidin NR	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Duraganidin NR]	RxNorm	Drug
opioids	19063352	40221729	Duraganidin NR	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML [Duraganidin NR]	RxNorm	Drug
opioids	19064216	40155160	Endocet	RxNorm	Drug	Acetaminophen / Oxycodone Oral Tablet [Endocet]	RxNorm	Drug
opioids	19064216	40231856	Endocet	RxNorm	Drug	Acetaminophen 650 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Endocet]	RxNorm	Drug
opioids	19064216	40231858	Endocet	RxNorm	Drug	Acetaminophen 650 MG / Oxycodone Hydrochloride 10 MG [Endocet]	RxNorm	Drug
opioids	19064216	40231912	Endocet	RxNorm	Drug	Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Endocet]	RxNorm	Drug
opioids	19064216	40231914	Endocet	RxNorm	Drug	Acetaminophen 500 MG / Oxycodone Hydrochloride 7.5 MG [Endocet]	RxNorm	Drug
opioids	19064216	40231917	Endocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG Oral Tablet [Endocet]	RxNorm	Drug
opioids	19064216	40231919	Endocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 10 MG [Endocet]	RxNorm	Drug
opioids	19064216	40231926	Endocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG Oral Tablet [Endocet]	RxNorm	Drug
opioids	19064216	40231929	Endocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 5 MG [Endocet]	RxNorm	Drug
opioids	19064216	40231933	Endocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG Oral Tablet [Endocet]	RxNorm	Drug
opioids	19064216	40231935	Endocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 7.5 MG [Endocet]	RxNorm	Drug
opioids	19064216	44785556	Endocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG Oral Tablet [Endocet]	RxNorm	Drug
opioids	19064216	44785557	Endocet	RxNorm	Drug	Acetaminophen 325 MG / Oxycodone Hydrochloride 2.5 MG [Endocet]	RxNorm	Drug
opioids	19064663	1126494	Esgic	RxNorm	Drug	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule [Esgic]	RxNorm	Drug
opioids	19064663	1126540	Esgic	RxNorm	Drug	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet [Esgic]	RxNorm	Drug
opioids	19064663	1126569	Esgic	RxNorm	Drug	Acetaminophen 500 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule [Esgic]	RxNorm	Drug
opioids	19064663	19030061	Esgic	RxNorm	Drug	Acetaminophen 500 MG / butalbital 50 MG / Caffeine 40 MG Oral Tablet [Esgic]	RxNorm	Drug
opioids	19064663	19064664	Esgic	RxNorm	Drug	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG [Esgic]	RxNorm	Drug
opioids	19064663	19064666	Esgic	RxNorm	Drug	Acetaminophen 500 MG / butalbital 50 MG / Caffeine 40 MG [Esgic]	RxNorm	Drug
opioids	19064663	40002869	Esgic	RxNorm	Drug	Acetaminophen / butalbital / Caffeine Oral Capsule [Esgic]	RxNorm	Drug
opioids	19064663	40004018	Esgic	RxNorm	Drug	Acetaminophen / butalbital / Caffeine Oral Tablet [Esgic]	RxNorm	Drug
opioids	19065006	40002651	Excedrin PM	RxNorm	Drug	Acetaminophen / Diphenhydramine Oral Tablet [Excedrin PM]	RxNorm	Drug
opioids	19065006	40241593	Excedrin PM	RxNorm	Drug	Acetaminophen 500 MG / Diphenhydramine Citrate 38 MG Oral Tablet [Excedrin PM]	RxNorm	Drug
opioids	19065006	40241594	Excedrin PM	RxNorm	Drug	Acetaminophen 500 MG / Diphenhydramine Citrate 38 MG [Excedrin PM]	RxNorm	Drug
opioids	19065635	40012625	Fiorinal with Codeine	RxNorm	Drug	Aspirin / butalbital / Caffeine / Codeine Oral Capsule [Fiorinal with Codeine]	RxNorm	Drug
opioids	19065635	40222001	Fiorinal with Codeine	RxNorm	Drug	Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG Oral Capsule [Fiorinal with Codeine]	RxNorm	Drug
opioids	19065635	40222003	Fiorinal with Codeine	RxNorm	Drug	Aspirin 325 MG / butalbital 50 MG / Caffeine 40 MG / Codeine Phosphate 30 MG [Fiorinal with Codeine]	RxNorm	Drug
opioids	19067845	40146265	Guiatuss AC	RxNorm	Drug	Codeine / Guaifenesin Oral Solution [Guiatuss AC]	RxNorm	Drug
opioids	19067845	40221713	Guiatuss AC	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Guiatuss AC]	RxNorm	Drug
opioids	19067845	40221735	Guiatuss AC	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML [Guiatuss AC]	RxNorm	Drug
opioids	19069503	19033893	Ibu	RxNorm	Drug	Ibuprofen 400 MG Oral Tablet [Ibu]	RxNorm	Drug
opioids	19069503	19033921	Ibu	RxNorm	Drug	Ibuprofen 600 MG Oral Tablet [Ibu]	RxNorm	Drug
opioids	19069503	19033925	Ibu	RxNorm	Drug	Ibuprofen 800 MG Oral Tablet [Ibu]	RxNorm	Drug
opioids	19069503	19069505	Ibu	RxNorm	Drug	Ibuprofen 600 MG [Ibu]	RxNorm	Drug
opioids	19069503	19069506	Ibu	RxNorm	Drug	Ibuprofen 800 MG [Ibu]	RxNorm	Drug
opioids	19069503	19118228	Ibu	RxNorm	Drug	Ibuprofen 400 MG [Ibu]	RxNorm	Drug
opioids	19069503	40054186	Ibu	RxNorm	Drug	Ibuprofen Oral Tablet [Ibu]	RxNorm	Drug
opioids	19070402	40162604	Xodol	RxNorm	Drug	Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Xodol]	RxNorm	Drug
opioids	19070402	40162605	Xodol	RxNorm	Drug	Acetaminophen 300 MG / Hydrocodone Bitartrate 10 MG [Xodol]	RxNorm	Drug
opioids	19070402	40162607	Xodol	RxNorm	Drug	Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG Oral Tablet [Xodol]	RxNorm	Drug
opioids	19070402	40162617	Xodol	RxNorm	Drug	Acetaminophen 300 MG / Hydrocodone Bitartrate 5 MG [Xodol]	RxNorm	Drug
opioids	19070402	40162619	Xodol	RxNorm	Drug	Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG Oral Tablet [Xodol]	RxNorm	Drug
opioids	19070402	40162620	Xodol	RxNorm	Drug	Acetaminophen 300 MG / Hydrocodone Bitartrate 7.5 MG [Xodol]	RxNorm	Drug
opioids	19070402	40241541	Xodol	RxNorm	Drug	Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG Oral Tablet [Xodol]	RxNorm	Drug
opioids	19070402	40241542	Xodol	RxNorm	Drug	Acetaminophen 325 MG / Hydrocodone Bitartrate 10 MG [Xodol]	RxNorm	Drug
opioids	19070402	40241556	Xodol	RxNorm	Drug	Acetaminophen / Hydrocodone Oral Tablet [Xodol]	RxNorm	Drug
opioids	19072436	1126500	Margesic	RxNorm	Drug	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG Oral Capsule [Margesic]	RxNorm	Drug
opioids	19072436	19072437	Margesic	RxNorm	Drug	Acetaminophen 325 MG / butalbital 50 MG / Caffeine 40 MG [Margesic]	RxNorm	Drug
opioids	19072436	40002875	Margesic	RxNorm	Drug	Acetaminophen / butalbital / Caffeine Oral Capsule [Margesic]	RxNorm	Drug
opioids	19073396	1128197	Levacet	RxNorm	Drug	Acetaminophen 250 MG / Aspirin 500 MG / Caffeine 32.5 MG / salicylamide 150 MG Oral Tablet [Levacet]	RxNorm	Drug
opioids	19073396	19073397	Levacet	RxNorm	Drug	Acetaminophen 250 MG / Aspirin 500 MG / Caffeine 32.5 MG / salicylamide 150 MG [Levacet]	RxNorm	Drug
opioids	19073396	40103272	Levacet	RxNorm	Drug	Acetaminophen / Aspirin / Caffeine / salicylamide Oral Tablet [Levacet]	RxNorm	Drug
opioids	19074191	40146271	Mytussin AC	RxNorm	Drug	Codeine / Guaifenesin Oral Solution [Mytussin AC]	RxNorm	Drug
opioids	19074191	40221717	Mytussin AC	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML Oral Solution [Mytussin AC]	RxNorm	Drug
opioids	19074191	40221739	Mytussin AC	RxNorm	Drug	Codeine Phosphate 2 MG/ML / Guaifenesin 20 MG/ML [Mytussin AC]	RxNorm	Drug
opioids	19075445	40029864	Nucofed	RxNorm	Drug	Codeine / Pseudoephedrine Oral Capsule [Nucofed]	RxNorm	Drug
opioids	19075445	40146301	Nucofed	RxNorm	Drug	Codeine / Pseudoephedrine Oral Solution [Nucofed]	RxNorm	Drug
opioids	19075445	40221516	Nucofed	RxNorm	Drug	Codeine Phosphate 20 MG / Pseudoephedrine Hydrochloride 60 MG Oral Capsule [Nucofed]	RxNorm	Drug
opioids	19075445	40221517	Nucofed	RxNorm	Drug	Codeine Phosphate 20 MG / Pseudoephedrine Hydrochloride 60 MG [Nucofed]	RxNorm	Drug
opioids	19075445	40221543	Nucofed	RxNorm	Drug	Codeine Phosphate 4 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML Oral Solution [Nucofed]	RxNorm	Drug
opioids	19075445	40221548	Nucofed	RxNorm	Drug	Codeine Phosphate 4 MG/ML / Pseudoephedrine Hydrochloride 12 MG/ML [Nucofed]	RxNorm	Drug
opioids	19076182	40072109	Oxycontin	RxNorm	Drug	Oxycodone Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40231805	Oxycontin	RxNorm	Drug	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40231807	Oxycontin	RxNorm	Drug	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40231809	Oxycontin	RxNorm	Drug	12 HR Oxycodone Hydrochloride 160 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40231811	Oxycontin	RxNorm	Drug	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40231813	Oxycontin	RxNorm	Drug	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 30 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40231815	Oxycontin	RxNorm	Drug	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 40 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40231817	Oxycontin	RxNorm	Drug	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 60 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40231819	Oxycontin	RxNorm	Drug	Abuse-Deterrent 12 HR Oxycodone Hydrochloride 80 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40232705	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 10 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40232710	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 10 MG [Oxycontin]	RxNorm	Drug
opioids	19076182	40232716	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 15 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40232719	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 15 MG [Oxycontin]	RxNorm	Drug
opioids	19076182	40232723	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 160 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40232724	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 160 MG [Oxycontin]	RxNorm	Drug
opioids	19076182	40232728	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 20 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40232733	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 20 MG [Oxycontin]	RxNorm	Drug
opioids	19076182	40232744	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 30 MG Extended Release Oral Tablet [Oxycontin]	RxNorm	Drug
opioids	19076182	40232747	Oxycontin	RxNorm	Drug	Oxycodone Hydrochloride 30 MG [Oxycontin]	RxNorm	Drug
